X,Y,id,Nombre,icon_url
-85.186020443078,10.0287665745325,,Canjel,./0.png
-85.5339356539725,10.068733469865,,,./0.png
-85.1974008471726,10.0611465338019,,P. Thiel,./0.png
-85.0489136699373,9.95601327692719,,Lepanto,./0.png
-84.9681669932655,9.93921363278742,,,./0.png
-84.9296903889454,9.91862052061609,,Gigante,./0.png
-84.9589542851888,9.8687635122013,,Paquerita,./0.png
-84.9275226929273,9.87038928421482,,Paquera,./0.png
-84.8955491766613,9.82974498387667,,Los Organos,./0.png
-84.9025941887199,9.82107419980453,,Cura,./0.png
-84.9784635493511,9.76579795134465,,Tambor,./0.png
-84.9616639052114,10.2752065155828,,Las Juntas,./0.png
-84.9849666374053,10.2822515276414,,Lucia,./0.png
-84.9725023853016,10.2475683913528,,S Juan,./0.png
-85.0738421741447,10.2080079390237,,Las Lajas,./0.png
-85.0126047616352,10.1391835904511,,Manzanillo,./0.png
-85.063545618059,10.1597767026224,,S Buenaventura,./0.png
-85.0499975179463,10.1473124505187,,Colorado,./0.png
-85.0380751898471,10.1603186266269,,Abangares,./0.png
-85.2125747192989,10.3520242432219,,Porvenir,./0.png
-85.0207336217028,10.3158508159209,,,./0.png
-84.9161422888327,10.1137131622392,,Lagarto,./0.png
